index,LATITUDE,LONGITUDE
4156,25.737342195,-80.2625110584
4157,25.7374535548,-80.2612634421
4158,25.737755553,-80.2737644847
4159,25.7378736378,-80.2709097331
4160,25.7379498436,-80.2638690515
4161,25.7383429765,-80.2741355898
4162,25.7384296351,-80.26927368
4163,25.7385870651,-80.2604259516
4164,25.7388592544,-80.2706614694
4165,25.7390605958,-80.2709936662
4166,25.7392325162,-80.2575171195
4167,25.739233821,-80.2613556633
4168,25.7393330029,-80.2593429729
4169,25.7396932541,-80.2741490296
4170,25.7399681994,-80.2742097058
4171,25.739978498,-80.2574591139
4172,25.7402889925,-80.2570869227
4173,25.7405403459,-80.2715109694
4174,25.7406762556,-80.2597782349
4175,25.7407182912,-80.2564377566
4176,25.7412862818,-80.2615020053
4177,25.7413497203,-80.2600234874
4178,25.7413911509,-80.2717004198
4179,25.7414031857,-80.2589831041
4180,25.7416236566,-80.2600542082
4181,25.7417553929,-80.257304953
4182,25.7420074109,-80.2611533054
4183,25.7420476602,-80.2602230805
4184,25.7421675241,-80.2577217745
4185,25.7422324335,-80.2564534097
4186,25.7423485769,-80.2602117918
4187,25.7123529025,-80.2760368822
4188,25.7125159047,-80.2722037416
4189,25.7125439736,-80.2715299453
4190,25.7128068868,-80.2718419605
4191,25.7128467247,-80.2722139332
4192,25.7132674857,-80.2713281363
4193,25.7133777904,-80.272748595
4194,25.7135843031,-80.269933412
4195,25.7139621172,-80.2716586418
4196,25.7142877318,-80.2705848765
4197,25.7152952141,-80.2722942086
4198,25.7153982231,-80.2728124383
4199,25.7163587071,-80.2689981011
4200,25.7165378897,-80.2690828376
4201,25.7169926503,-80.2855744511
4202,25.7170366822,-80.2843605493
4203,25.7176574826,-80.2708112769
4204,25.7186886168,-80.2851423643
4205,25.720109174,-80.2825269364
4206,25.7201212514,-80.2820776946
4207,25.7208884983,-80.2810977939
4208,25.7215863244,-80.2829555663
4209,25.7216014971,-80.2823694973
4210,25.7223792938,-80.2814354959
4211,25.7238627116,-80.2815837943
4212,25.7240393745,-80.2852480538
4213,25.7244070252,-80.2858663975
4214,25.7248327832,-80.2833970373
4215,25.7256253568,-80.2815757997
4216,25.7260988682,-80.2812774987
4217,25.7263371041,-80.28378406
4218,25.7263696002,-80.282498156
4219,25.7264348096,-80.279094903
4220,25.726854549,-80.2823384857
4221,25.7269541365,-80.278995304
4222,25.7270050508,-80.2768343137
4223,25.7271725557,-80.2806463528
4224,25.7274697536,-80.2859652807
4225,25.7276628536,-80.2791291097
4226,25.7279163301,-80.2797528995
4227,25.7282907014,-80.2816705667
4228,25.728451816,-80.2854656558
4229,25.728451816,-80.2854656558
4230,25.7296489674,-80.2844882776
4231,25.7299766129,-80.2831448873
4232,25.7304100555,-80.2861042618
4233,25.7311181498,-80.2854271847
4234,25.7318907875,-80.2851145695
4235,25.7323423322,-80.2784634185
4236,25.7324005708,-80.2778816819
4237,25.7329694484,-80.2847381604
4238,25.7331145325,-80.2791350649
4239,25.7334305515,-80.2852153535
4240,25.7334959454,-80.2835024957
4241,25.6893205328,-80.2854948642
4242,25.6902793087,-80.2941214041
4243,25.6904374286,-80.2871421936
4244,25.6904567285,-80.2876972771
4245,25.6912001878,-80.295189517
4246,25.6913641982,-80.2879507052
4247,25.6917228701,-80.2903801795
4248,25.6922291139,-80.2977533926
4249,25.6923642682,-80.2851855273
4250,25.6925650529,-80.2987499857
4251,25.6927755969,-80.2860849465
4252,25.693109556,-80.298473743
4253,25.6938273368,-80.2881842208
4254,25.6938805551,-80.2894893496
4255,25.6939003814,-80.2887990745
4256,25.6940221153,-80.2985772675
4257,25.6949255045,-80.298614095
4258,25.6949459046,-80.2981382323
4259,25.694965459,-80.2958531995
4260,25.6956515294,-80.2952862266
4261,25.6957268108,-80.2876212404
4262,25.6959352359,-80.294173709
4263,25.6960535945,-80.2958928211
4264,25.6960576611,-80.2868417379
4265,25.6960878248,-80.2923981837
4266,25.6964029104,-80.2962788763
4267,25.6964855533,-80.2919469576
4268,25.6965992459,-80.28587844
4269,25.6969730539,-80.2942673806
4270,25.6972980801,-80.3038269966
4271,25.6973626466,-80.3006464704
4272,25.6976233583,-80.3025918175
4273,25.6977399759,-80.3014578719
4274,25.6982916828,-80.2868756731
4275,25.6983957374,-80.3037082194
4276,25.6983989609,-80.2907220436
4277,25.6993430952,-80.3014883171
4278,25.6997207319,-80.3048765177
4279,25.6997268351,-80.2974439852
4280,25.7000014751,-80.3057066159
4281,25.7000297865,-80.2970325765
4282,25.7008050154,-80.2900696013
4283,25.7008200235,-80.29806107
4284,25.7009088892,-80.2879077547
4285,25.7009142991,-80.2970685104
4286,25.7012664859,-80.2905292353
4287,25.7023015669,-80.2989298328
4288,25.7027468439,-80.2996391512
4289,25.7039423876,-80.3050023455
4290,25.7041158646,-80.3001941418
4291,25.7042846029,-80.2992269231
4292,25.7045123402,-80.2972346787
4293,25.7049325782,-80.2982444103
4294,25.7053290505,-80.2972508121
4295,25.7069581784,-80.3003784498
4296,25.7074776655,-80.295901155
4297,25.7079947403,-80.2958813121
4298,25.7080846314,-80.2978861991
4299,25.7084537291,-80.2973611175
4300,25.708894122,-80.300028544
4301,25.7090391247,-80.3013551968
4302,25.709387674,-80.3000321525
4303,25.7099571658,-80.2869201451
4304,25.7101775121,-80.289198018
4305,25.7102226864,-80.2918773934
4306,25.7102857652,-80.2866242191
4307,25.7103924436,-80.2903788127
4308,25.7107279994,-80.3016134218
4309,25.7107390265,-80.2874022804
4310,25.7107448064,-80.3012874261
4311,25.7107869551,-80.2974963325
4312,25.7110304684,-80.2884697681
4313,25.7113125922,-80.2991344789
4314,25.7114925043,-80.2953393246
4315,25.7115144183,-80.3013267049
4316,25.7116187894,-80.2986232197
4317,25.7116367686,-80.2983152845
4318,25.7119566858,-80.3013545628
4319,25.7119677607,-80.3010624403
4320,25.7120265546,-80.2986469261
4321,25.7123138437,-80.295652814
4322,25.7124472088,-80.2906456987
4323,25.7127475855,-80.2904708016
4324,25.7130408722,-80.2932138098
4325,25.7132875007,-80.2941209174
4326,25.713438583,-80.3011356218
4327,25.7135196334,-80.2975294759
4328,25.7135881779,-80.2986978042
4329,25.713774029,-80.3002506685
4330,25.7140169758,-80.2966689651
4331,25.7141601312,-80.2910007873
4332,25.7141716845,-80.2907223726
4333,25.7142391332,-80.2927533145
4334,25.7145173916,-80.2960591479
4335,25.7145487146,-80.2983761851
4336,25.7153689581,-80.2894259619
4337,25.7156796963,-80.2971932323
4338,25.7163733474,-80.2894732868
4339,25.7164311655,-80.304078486
4340,25.7165880208,-80.3029170797
4341,25.7166295013,-80.3018879398
4342,25.7169073731,-80.2997922275
4343,25.7172054456,-80.2945546357
4344,25.7174386437,-80.2936890267
4345,25.7175741584,-80.3018805728
4346,25.7178741119,-80.2881902906
4347,25.7179532934,-80.2954755425
4348,25.7179605955,-80.3048917271
4349,25.7179867099,-80.2944059142
4350,25.7183087088,-80.2874812858
4351,25.7183186521,-80.2872279156
4352,25.7183607997,-80.2861968133
4353,25.7185627833,-80.2886873949
4354,25.7186383855,-80.3009803671
4355,25.7187071454,-80.2999309201
4356,25.7192297281,-80.3010412278
4357,25.7195330251,-80.3041443179
4358,25.7199554357,-80.3015031872
4359,25.7204684493,-80.3041836317
4360,25.7205283815,-80.2996094637
4361,25.7208988146,-80.2898495678
4362,25.7213569089,-80.3051189415
4363,25.7214219481,-80.3035932503
4364,25.721422473,-80.3012032281
4365,25.7215799974,-80.2906553389
4366,25.7217842346,-80.2925650746
4367,25.7225005656,-80.2872013211
4368,25.7226519081,-80.3042994297
4369,25.7227414266,-80.288884717
4370,25.7227883727,-80.3019136458
4371,25.7233906753,-80.3067801517
4372,25.7237703318,-80.3007528631
4373,25.7237806627,-80.2899693096
4374,25.7237888948,-80.2896756777
4375,25.7238245977,-80.3060867974
4376,25.7241448188,-80.3027412064
4377,25.7244028769,-80.297964178
4378,25.7245488377,-80.3052218068
4379,25.7245662074,-80.304758245
4380,25.7248297871,-80.3052334878
4381,25.7251155656,-80.2912933384
4382,25.7251361737,-80.2982385107
4383,25.7251504999,-80.2977726716
4384,25.7251626108,-80.2900009119
4385,25.725208688,-80.3064014946
4386,25.7252162638,-80.2990462717
4387,25.7252701458,-80.2946246139
4388,25.725515266,-80.2873661266
4389,25.725528246,-80.3037199844
4390,25.7255692551,-80.2973327886
4391,25.7256368307,-80.3017254569
4392,25.7256493235,-80.2958732697
4393,25.7258282529,-80.298017473
4394,25.7259107504,-80.2885569861
4395,25.7260405596,-80.3055707818
4396,25.7260897105,-80.3042359484
4397,25.7262126421,-80.2877330495
4398,25.7262404523,-80.2869468645
4399,25.7262611152,-80.3010045854
4400,25.7264548423,-80.2946907582
4401,25.7264939754,-80.2965856063
4402,25.7265382316,-80.2917089773
4403,25.7265911389,-80.2900894415
4404,25.7266034879,-80.2896176939
4405,25.7266780493,-80.2877897083
4406,25.7267939658,-80.2919342672
4407,25.72718848,-80.3008273073
4408,25.7273041531,-80.2892348515
4409,25.7281684466,-80.2914709328
4410,25.728181001,-80.2869620121
4411,25.7284816849,-80.2890254154
4412,25.7285219517,-80.2937687282
4413,25.7285857316,-80.2919296667
4414,25.7286000711,-80.2914882055
4415,25.7295384646,-80.2922370075
4416,25.7299956755,-80.2968381091
4417,25.7300106456,-80.2886752055
4418,25.7302713782,-80.2995918786
4419,25.7303485938,-80.3020066598
4420,25.7303648801,-80.3014694846
4421,25.730481084,-80.2942384742
4422,25.730852526,-80.292727019
4423,25.7310453487,-80.2971189857
4424,25.7310526105,-80.2969639925
4425,25.7314930859,-80.2998127651
4426,25.7317548652,-80.2912527469
4427,25.7318228825,-80.289480994
4428,25.731958726,-80.2982003471
4429,25.7320794674,-80.295489536
4430,25.7322008739,-80.3004323703
4431,25.7322489741,-80.3013724691
4432,25.7324087635,-80.2975117144
4433,25.7324156573,-80.2924257752
4434,25.7326358499,-80.2982193005
4435,25.732658788,-80.2976922902
4436,25.7328455258,-80.2918466567
4437,25.7330163183,-80.2874823667
4438,25.7333106039,-80.2911459281
4439,25.6926182192,-80.3315719361
4440,25.6932477281,-80.3314583854
4441,25.6936536452,-80.3290913137
4442,25.6940326628,-80.3296415046
4443,25.6951139696,-80.3297406558
4444,25.6963420941,-80.3321486017
4445,25.6971318976,-80.3179144676
4446,25.6976867803,-80.3272220158
4447,25.697725083,-80.3301269766
4448,25.6977473037,-80.3324088039
4449,25.6979324238,-80.3145609905
4450,25.6983707447,-80.3301071026
4451,25.6984127704,-80.3294195758
4452,25.6994314552,-80.3261697752
4453,25.6998589304,-80.3255336127
4454,25.7005615713,-80.3320769237
4455,25.701220161,-80.3246207302
4456,25.701625641,-80.3224312378
4457,25.7020016061,-80.3149268602
4458,25.7020760419,-80.3278018821
4459,25.7022316255,-80.3267078309
4460,25.7036748606,-80.3298611297
4461,25.7038585648,-80.3298706041
4462,25.7046919902,-80.3265245969
4463,25.7048023449,-80.3148794233
4464,25.7049137131,-80.3164006989
4465,25.7059043253,-80.3288827554
4466,25.7078856828,-80.3114923923
4467,25.7116221049,-80.3167275288
4468,25.712825919,-80.3244581697
4469,25.7133885351,-80.3311853911
4470,25.7135571933,-80.3140367332
4471,25.7135604167,-80.3230653446
4472,25.7135657744,-80.3137333239
4473,25.7139500271,-80.3140552023
4474,25.714025725,-80.3321664682
4475,25.7146353914,-80.3312881532
4476,25.7151378961,-80.3140134485
4477,25.7161481085,-80.3220482136
4478,25.7161540622,-80.3073025765
4479,25.7163258288,-80.3231724783
4480,25.716495609,-80.3202553389
4481,25.7172484703,-80.3107293367
4482,25.717747999,-80.3097368503
4483,25.7184138588,-80.3123790645
4484,25.7185701517,-80.310764627
4485,25.718644739,-80.3271788868
4486,25.7228405259,-80.3347198547
4487,25.7239035122,-80.3324599001
4488,25.7242149858,-80.3298496945
4489,25.7248295857,-80.3285094042
4490,25.7248564063,-80.3315006169
4491,25.7249323788,-80.3345245608
4492,25.7252276607,-80.3337283472
4493,25.7253120968,-80.3307137078
4494,25.7263225084,-80.3294211999
4495,25.7265858469,-80.3326297588
4496,25.7277712307,-80.3283307276
4497,25.728075612,-80.3298749043
4498,25.7282018591,-80.3279776676
4499,25.7283492358,-80.3310082168
4500,25.7284368015,-80.3287515069
4501,25.7288312583,-80.3325631123
4502,25.7291905595,-80.3332808442
4503,25.729347101,-80.3295868806
4504,25.7297557872,-80.3288659364
4505,25.7300354819,-80.3276388112
4506,25.7307411747,-80.3347321915
4507,25.7310114812,-80.3342742396
4508,25.7314143631,-80.3311865491
4509,25.7344033164,-80.3309378141
4510,25.7344151087,-80.3304838221
4511,25.7344717504,-80.3281874556
4512,25.7347844328,-80.3309388083
4513,25.7348300032,-80.3288830846
4514,25.7351792553,-80.3240303813
4515,25.7356398374,-80.332966244
4516,25.7361890374,-80.3321414176
4517,25.7362320432,-80.3278302838
4518,25.7363764184,-80.3249805162
4519,25.7370635095,-80.3201726495
4520,25.7374792863,-80.3321589506
4521,25.737769937,-80.332215876
4522,25.7378538313,-80.3314070381
4523,25.7379550508,-80.3280162295
4524,25.7380742155,-80.3250468517
4525,25.7380742155,-80.3250468517
4526,25.7380943336,-80.3339829454
4527,25.7381364465,-80.3273083539
4528,25.738548566,-80.3224886013
4529,25.738817832,-80.3206677636
4530,25.7398984523,-80.3347073834
4531,25.7399520797,-80.3328629896
4532,25.7399912363,-80.3314001825
4533,25.7401490547,-80.3237800748
4534,25.740155138,-80.3349433522
4535,25.7402536929,-80.3314011065
4536,25.740783521,-80.3281149171
4537,25.7416120481,-80.3325033522
4538,25.7419352538,-80.3349444866
4539,25.7419405669,-80.3252580926
4540,25.7419690472,-80.3290895225
4541,25.7419946732,-80.3330026213
4542,25.7421952759,-80.3232829764
4543,25.7424500257,-80.3278106658
4544,25.7425379162,-80.3225070085
4545,25.7427613184,-80.3289088808
4546,25.7428489634,-80.3248464501
4547,25.7429758553,-80.3322790754
4548,25.7431322668,-80.3220667161
4549,25.7432540402,-80.3296213885
4550,25.743596128,-80.3238342194
4551,25.7436098045,-80.3341751703
4552,25.7440583746,-80.3273003931
4553,25.7440583746,-80.3273003931
4554,25.7441017877,-80.3213761217
4555,25.7442152715,-80.3281425766
4556,25.7442710344,-80.3349569944
4557,25.7448182315,-80.3278857224
4558,25.7448518787,-80.3293808227
4559,25.7449983489,-80.3337163761
4560,25.7450498176,-80.326307679
4561,25.7450530357,-80.3317347765
4562,25.7453559866,-80.3232820088
4563,25.7457818611,-80.3281717844
4564,25.7469718485,-80.3287900664
4565,25.7469854624,-80.3294505964
4566,25.7470168723,-80.3283201409
4567,25.7472599769,-80.3263493185
4568,25.6608626072,-80.3004725098
4569,25.6614496704,-80.2862970196
4570,25.6626153606,-80.2931882423
4571,25.6629209831,-80.2890273785
4572,25.6630893019,-80.3017493909
4573,25.663411413,-80.2863584405
4574,25.6658879467,-80.3000950491
4575,25.6669288041,-80.3171683951
4576,25.6673421148,-80.3019536166
4577,25.6673664748,-80.3194285338
4578,25.6674464635,-80.2919174134
4579,25.6675040916,-80.2938317706
4580,25.6675040916,-80.2938317706
4581,25.667856904,-80.3189528164
4582,25.6681582209,-80.3342642898
4583,25.6682356188,-80.314983214
4584,25.6682907376,-80.3301456341
4585,25.6682973298,-80.2967909927
4586,25.6683241133,-80.3273708196
4587,25.6683587075,-80.3135881214
4588,25.6689207119,-80.3156726021
4589,25.6694483949,-80.2955675224
4590,25.6695821538,-80.3089865751
4591,25.6699077133,-80.2966925764
4592,25.6706756148,-80.3096326539
4593,25.6709190011,-80.307173554
4594,25.6717176766,-80.3128612644
4595,25.6717730351,-80.3174846524
4596,25.671907282,-80.3328040992
4597,25.6723784896,-80.3132774934
4598,25.6726029819,-80.328767012
4599,25.6726314836,-80.2889263997
4600,25.6729851132,-80.3115368709
4601,25.673533658,-80.2900920533
4602,25.6735532391,-80.313898131
4603,25.6738436577,-80.3322815561
4604,25.673941451,-80.3297402677
4605,25.6739494849,-80.2988994765
4606,25.6742429612,-80.2834597099
4607,25.6747130016,-80.3327083684
4608,25.6751607283,-80.3308445569
4609,25.6751941371,-80.3297835337
4610,25.6752143117,-80.3290917669
4611,25.6753057236,-80.3273493424
4612,25.6755329488,-80.2890350885
4613,25.6760434699,-80.2957810815
4614,25.677636067,-80.3264451835
4615,25.6777408811,-80.2940835255
4616,25.6777503015,-80.3228347992
4617,25.6777930178,-80.3301454992
4618,25.6778031876,-80.3146158429
4619,25.6780854875,-80.2879143829
4620,25.6781015232,-80.3083840104
4621,25.6781501829,-80.3096621672
4622,25.6785290822,-80.310177969
4623,25.6786116778,-80.3092128402
4624,25.6786611723,-80.3208349413
4625,25.6788528081,-80.3038154613
4626,25.6788528081,-80.3038154613
4627,25.6788682395,-80.3031804904
4628,25.6789582791,-80.2858945944
4629,25.6790596566,-80.3268794176
4630,25.6792019338,-80.2977472722
4631,25.6792978277,-80.2922856027
4632,25.6793853633,-80.3125510427
4633,25.6794193335,-80.3097052838
4634,25.679430732,-80.3040907496
4635,25.6795272189,-80.3066058556
4636,25.6798717459,-80.3249545898
4637,25.6799937863,-80.308696668
4638,25.6800134261,-80.322874222
4639,25.6801253843,-80.3122786445
4640,25.6802966735,-80.3056094154
4641,25.6803951593,-80.3122871822
4642,25.6805765284,-80.3256069823
4643,25.6806747354,-80.3076348122
4644,25.6808752957,-80.3113025443
4645,25.6809288987,-80.3217960236
4646,25.6812027479,-80.3117392384
4647,25.6812442879,-80.3016267107
4648,25.6813090759,-80.2995595712
4649,25.6813615607,-80.3335846236
4650,25.6813803427,-80.3255380332
4651,25.6815184486,-80.3218191115
4652,25.6816650806,-80.293063684
4653,25.6817211901,-80.3131698778
4654,25.6818037534,-80.2855273947
4655,25.6819366752,-80.3336675367
4656,25.6822434795,-80.3207267435
4657,25.6822483072,-80.3018275662
4658,25.682567688,-80.297314885
4659,25.682567688,-80.297314885
4660,25.6831311484,-80.3002707893
4661,25.6834533443,-80.3296527392
4662,25.6834580085,-80.2984160962
4663,25.6840972549,-80.3260303409
4664,25.6843469788,-80.3225976632
4665,25.6844537269,-80.3256513254
4666,25.6848606932,-80.3278603047
4667,25.6854203591,-80.3311925593
4668,25.68572205,-80.3224116519
4669,25.6857467422,-80.3060920501
4670,25.6858350053,-80.3271735658
4671,25.6859525653,-80.3224188682
4672,25.6859661946,-80.323115015
4673,25.6859669896,-80.2934691518
4674,25.6861592281,-80.3280950159
4675,25.686281864,-80.332465355
4676,25.6868014373,-80.3227510303
4677,25.6869087257,-80.2851435159
4678,25.687396664,-80.3215652023
4679,25.6876070945,-80.3224186925
4680,25.6876930469,-80.3039335574
4681,25.6877380483,-80.325080244
4682,25.6877519568,-80.3246910282
4683,25.6880195854,-80.3231469251
4684,25.6885249848,-80.328477361
4685,25.6885329626,-80.3332893465
4686,25.6893738805,-80.3320678797
4687,25.689713117,-80.3333276268
4688,25.690024115,-80.2830522667
4689,25.6916649617,-80.2821458268
4690,25.6924135917,-80.2825573929
4691,25.6940944565,-80.27015546
4692,25.6965483334,-80.2669650396
4693,25.6967609596,-80.2837062676
4694,25.6978719736,-80.2811602098
4695,25.6980582533,-80.2821965426
4696,25.6980904113,-80.2683907316
4697,25.6984688671,-80.2755566601
4698,25.698855344,-80.2792508737
4699,25.6990955336,-80.2666105814
4700,25.6994710028,-80.2799891185
4701,25.6996329947,-80.2812293814
4702,25.6996454053,-80.276729492
4703,25.6997193182,-80.2756080544
4704,25.6997590368,-80.2785739153
4705,25.7004113366,-80.2754259736
4706,25.7004113366,-80.2754259736
4707,25.7006468308,-80.2702439987
4708,25.7012672893,-80.2837213489
4709,25.7021370906,-80.2762962775
4710,25.7029980115,-80.278313534
4711,25.7030392596,-80.2832535039
4712,25.7030707315,-80.2823763384
4713,25.7032135438,-80.2662723254
4714,25.7034109636,-80.269239972
4715,25.7034472985,-80.2783292553
4716,25.703577763,-80.2752426744
4717,25.703585868,-80.2792234058
4718,25.7037454576,-80.2829037715
4719,25.7043393884,-80.2829280762
4720,25.704394833,-80.2796810812
4721,25.7044544633,-80.2737257504
4722,25.7044582757,-80.277650487
4723,25.7050121023,-80.2779507387
4724,25.7051933847,-80.2737679447
4725,25.7052904398,-80.2716508962
4726,25.7053090749,-80.2704375911
4727,25.7053296531,-80.2727763349
4728,25.7053396583,-80.2750556692
4729,25.705465397,-80.2742635056
4730,25.7055203288,-80.2766416939
4731,25.7055641129,-80.2630996542
4732,25.7056040512,-80.2753588388
4733,25.7057464832,-80.2776074368
4734,25.7058183282,-80.2672353782
4735,25.7059032146,-80.2653406141
4736,25.7059671208,-80.2677648714
4737,25.7061399586,-80.2716760051
4738,25.7063144152,-80.2745865986
4739,25.7064457269,-80.2716857838
4740,25.7069356845,-80.2798915558
4741,25.7071535739,-80.2656899607
4742,25.7072555808,-80.2664891657
4743,25.7074457936,-80.2677817343
4744,25.7080592012,-80.2717898801
4745,25.7080605894,-80.2619185286
4746,25.7082718469,-80.2762216818
4747,25.7083099862,-80.2616689505
4748,25.708335187,-80.2747844624
4749,25.7088276644,-80.2752605749
4750,25.7088481391,-80.2789442908
4751,25.7090617451,-80.2777177376
4752,25.7092889258,-80.2726120302
4753,25.7097880296,-80.2681358098
4754,25.7099514313,-80.2618805491
4755,25.7102408083,-80.2716633441
4756,25.7102412157,-80.2614806869
4757,25.7106145652,-80.2736050319
4758,25.7106483913,-80.270117059
4759,25.7108602459,-80.2703798736
4760,25.710877426,-80.275295012
4761,25.7108876943,-80.2750327107
4762,25.710940865,-80.2617160267
4763,25.7109887786,-80.261301796
4764,25.7112811209,-80.2713832432
4765,25.7120963105,-80.2615672817
4766,25.7122269922,-80.2656118849
4767,25.649546712,-80.2822233977
4768,25.650652586,-80.2816404446
4769,25.6506800798,-80.2799125701
4770,25.6517516021,-80.2725788371
4771,25.6523958122,-80.2817081359
4772,25.653994153,-80.2810695812
4773,25.6550550005,-80.2790758067
4774,25.6708247465,-80.2763571296
4775,25.6711666979,-80.2768655116
4776,25.6714984844,-80.2774764697
4777,25.6719188736,-80.2726542784
4778,25.6720754623,-80.2759233262
4779,25.6735518558,-80.2718265211
4780,25.6735728612,-80.2749833957
4781,25.6869329648,-80.2635872348
4782,25.6958112285,-80.2588134651
4783,25.6966808002,-80.2658263209
4784,25.6989442594,-80.2557488304
4785,25.7008046495,-80.2629162757
4786,25.7017005858,-80.2594906163
4787,25.701815602,-80.2545348408
4788,25.7018386012,-80.2608392285
4789,25.7037455763,-80.2548307797
4790,25.7042862142,-80.260992742
4791,25.7070237836,-80.2482665886
4792,25.7074083041,-80.260377638
4793,25.7075335818,-80.2539024518
4794,25.7075974435,-80.2511305054
4795,25.7077021218,-80.2599698371
4796,25.6450110874,-80.3093406652
4797,25.6450144442,-80.3180721991
4798,25.6451866461,-80.3190017645
4799,25.6452159213,-80.3203829543
4800,25.6452499015,-80.2991987191
4801,25.6453059192,-80.2931880116
4802,25.64563455,-80.3288516057
4803,25.6456750363,-80.3191214442
4804,25.646515744,-80.3167498914
4805,25.6468253679,-80.3048102786
4806,25.6470307403,-80.3134868107
4807,25.6473914289,-80.2959425326
4808,25.6474992058,-80.3053289443
4809,25.6475617192,-80.2989018344
4810,25.6476615713,-80.3071443242
4811,25.6476683934,-80.3140695898
4812,25.6478706622,-80.3133705381
4813,25.647908409,-80.3142859665
4814,25.6479303532,-80.2959579279
4815,25.6479886919,-80.3085722282
4816,25.6480124966,-80.289361571
4817,25.6481605134,-80.3006424566
4818,25.648285136,-80.3203139155
4819,25.6483188551,-80.3183642843
4820,25.6484035695,-80.2940417357
4821,25.6485628962,-80.3274243379
4822,25.6486802795,-80.3060756541
4823,25.6487508003,-80.318450059
4824,25.6487516732,-80.3174853114
4825,25.6488252629,-80.3141318825
4826,25.6488993614,-80.3055147851
4827,25.6490515258,-80.308601464
4828,25.6490540324,-80.3066847014
4829,25.6493692529,-80.314169678
4830,25.6495215052,-80.2929272069
4831,25.6495759011,-80.3196738609
4832,25.6496427892,-80.3021938471
4833,25.6498003146,-80.329012536
4834,25.6498448432,-80.3258244681
4835,25.6500176372,-80.2907331342
4836,25.6500868941,-80.3284279777
4837,25.6500983707,-80.307578749
4838,25.6502475861,-80.3146574596
4839,25.6502629089,-80.3142335319
4840,25.650313753,-80.29527727
4841,25.650328628,-80.3127089863
4842,25.6506057727,-80.3166102936
4843,25.6506753852,-80.3231397472
4844,25.6507880666,-80.3267629673
4845,25.6511929813,-80.3014519712
4846,25.6514445998,-80.3191026879
4847,25.6522485598,-80.2967800887
4848,25.6527008536,-80.3237130094
4849,25.6528744596,-80.2965308686
4850,25.6530275248,-80.3170607411
4851,25.6531224034,-80.3062062351
4852,25.6533581695,-80.3210085547
4853,25.6534482123,-80.3158127147
4854,25.6535654193,-80.296566743
4855,25.6537853412,-80.305219892
4856,25.6542448087,-80.3178231
4857,25.6543810013,-80.3143594438
4858,25.6548704686,-80.2986843853
4859,25.654935186,-80.3255588661
4860,25.6551952446,-80.3062313405
4861,25.6552817438,-80.3164374873
4862,25.6554445876,-80.3093287206
4863,25.6554973574,-80.3046928409
4864,25.655795823,-80.3248744729
4865,25.6560528294,-80.3173305397
4866,25.6560890476,-80.3016631855
4867,25.6560999584,-80.3218338362
4868,25.6562315829,-80.3044000207
4869,25.6563938143,-80.2855914255
4870,25.656880554,-80.2986896926
4871,25.657061486,-80.3191847122
4872,25.6571877796,-80.3078653022
4873,25.6572240103,-80.3185962489
4874,25.6575301433,-80.3136256615
4875,25.6575933159,-80.2996786644
4876,25.657708624,-80.3062903034
4877,25.6578499786,-80.2913869184
4878,25.6579708287,-80.3149609858
4879,25.6581673474,-80.3073104986
4880,25.6583373319,-80.3128915826
4881,25.6583977695,-80.3068920686
4882,25.6587641878,-80.3123855865
4883,25.6587887497,-80.3136632667
4884,25.6592962676,-80.2976826647
4885,25.6595943104,-80.3203522807
4886,25.6596912791,-80.3124604131
4887,25.6602594694,-80.3089489211
4888,25.6604181166,-80.3045182804
4889,25.6610462781,-80.3203818317
4890,25.6610798292,-80.3121222513
4891,25.6611367959,-80.305823833
4892,25.6617590043,-80.3179678854
4893,25.6621846095,-80.3094787979
4894,25.6622877265,-80.3179844034
4895,25.6628762665,-80.3110440749
4896,25.66287879,-80.307003557
4897,25.663032419,-80.3130372627
4898,25.663652085,-80.3174358203
4899,25.6643614405,-80.3127274977
4900,25.6645399865,-80.316569933
4901,25.665317401,-80.3096129775
4902,25.6654538347,-80.3152062037
4903,25.6661045501,-80.3136917658
4904,25.6661631822,-80.3182286855
4905,25.5993721846,-80.3510308032
4906,25.5995119515,-80.3308070985
4907,25.5995473945,-80.3380182666
4908,25.5998006236,-80.3380156761
4909,25.5999572712,-80.3415513276
4910,25.5999712482,-80.3335497798
4911,25.6000612587,-80.3431960421
4912,25.6001495744,-80.3297156962
4913,25.6004189133,-80.3419289035
4914,25.6006472868,-80.3454439208
4915,25.6007268687,-80.3399379262
4916,25.6007279446,-80.3359838317
4917,25.6007793696,-80.3385548228
4918,25.6008805228,-80.3161710526
4919,25.6009482003,-80.3404184626
4920,25.6009543483,-80.3433778773
4921,25.6010230293,-80.3471974137
4922,25.6010535728,-80.3389798112
4923,25.6011190023,-80.3249985106
4924,25.6012409763,-80.3370981173
4925,25.6013868138,-80.3440091406
4926,25.6013942969,-80.3437047188
4927,25.6019064475,-80.3304051857
4928,25.602024991,-80.3359460311
4929,25.6021231264,-80.3180650781
4930,25.6021847931,-80.3161637359
4931,25.6022842452,-80.3306333676
4932,25.6022974686,-80.33025563
4933,25.602435914,-80.3184587428
4934,25.602470642,-80.33510954
4935,25.6024784704,-80.3454059066
4936,25.6028758864,-80.3325082666
4937,25.6032237129,-80.3351427884
4938,25.6032487406,-80.3376375495
4939,25.6034785477,-80.3420647017
4940,25.6034871037,-80.3438408053
